City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
230,Honningsvag,NO,2020-02-24 01:42:16,70.98,25.97,35.87,90,100,15.08,light snow,0.0,0.029527559055118113
231,Mao,ES,2020-02-24 01:42:16,39.89,4.27,51.8,93,0,3.36,fog,0.0,0.0
232,Waw,SS,2020-02-24 01:42:16,7.7,28.0,69.89,15,0,4.05,clear sky,0.0,0.0
233,Shumikha,RU,2020-02-24 01:42:16,55.23,63.3,9.41,97,84,11.65,broken clouds,0.0,0.0
234,Grindavik,IS,2020-02-24 01:42:17,63.84,-22.43,35.6,67,75,20.8,shower rain,0.0,0.0
235,Pushkar,IN,2020-02-24 01:42:17,26.5,74.55,65.75,55,0,5.23,clear sky,0.0,0.0
236,Rosetta,EG,2020-02-24 01:42:17,31.4,30.42,54.3,71,100,1.79,overcast clouds,0.0,0.0
237,Cherepovets,RU,2020-02-24 01:37:26,59.13,37.9,33.01,97,100,11.36,light snow,0.0,0.029527559055118113
238,Makat,KZ,2020-02-24 01:42:17,47.65,53.35,38.79,97,100,7.47,light rain,0.024803149606299216,0.0
239,Chalette-Sur-Loing,FR,2020-02-24 01:42:18,48.01,2.74,52.0,93,90,12.75,overcast clouds,0.0,0.0
240,Kamenka,RU,2020-02-24 01:42:18,51.32,42.77,34.0,97,82,1.01,broken clouds,0.0,0.0
241,Kayanga,TZ,2020-02-24 01:42:18,-1.53,31.15,65.97,87,100,2.44,light rain,0.01968503937007874,0.0
242,Uruguaiana,BR,2020-02-24 01:42:18,-29.75,-57.09,68.0,77,0,2.24,clear sky,0.0,0.0
243,Mandera,KE,2020-02-24 01:42:18,3.94,41.87,69.01,21,64,4.0,broken clouds,0.0,0.0
244,Emba,KZ,2020-02-24 01:42:19,48.83,58.14,15.35,92,86,8.79,overcast clouds,0.0,0.0
245,Mecca,SA,2020-02-24 01:42:19,21.43,39.83,67.86,69,62,0.98,broken clouds,0.0,0.0
246,Tres Arroyos,AR,2020-02-24 01:42:19,-38.37,-60.28,70.61,29,0,16.51,clear sky,0.0,0.0
247,Sao Jose Da Coroa Grande,BR,2020-02-24 01:42:19,-8.9,-35.15,81.88,78,66,12.08,light rain,0.007480314960629922,0.0
248,Scarborough,GB,2020-02-24 01:39:58,54.28,-0.4,39.2,80,100,5.82,overcast clouds,0.0,0.0
249,Camana,PE,2020-02-24 01:42:20,-16.62,-72.71,69.35,80,58,2.98,broken clouds,0.0,0.0
250,Vagur,FO,2020-02-24 01:42:20,61.47,-6.81,41.72,61,67,16.82,broken clouds,0.0,0.0
251,Kruisfontein,ZA,2020-02-24 01:42:20,-34.0,24.73,53.42,86,0,5.1,clear sky,0.0,0.0
252,Jurbarkas,LT,2020-02-24 01:42:20,55.08,22.77,35.33,90,80,11.68,broken clouds,0.0,0.0
253,Kasongo-Lunda,CD,2020-02-24 01:42:21,-6.47,16.82,69.08,96,100,1.36,overcast clouds,0.0,0.0
254,Visnes,NO,2020-02-24 01:41:04,59.36,5.22,39.99,69,42,13.87,light rain,0.01968503937007874,0.0
255,Antalaha,MG,2020-02-24 01:42:21,-14.9,50.28,78.22,86,100,3.02,light rain,0.03700787401574803,0.0
256,Killybegs,IE,2020-02-24 01:37:22,54.63,-8.45,33.01,93,100,15.01,moderate rain,0.4011811023622047,0.0
257,Vyartsilya,RU,2020-02-24 01:42:21,62.18,30.69,27.82,95,50,6.35,scattered clouds,0.0,0.0
258,Birjand,IR,2020-02-24 01:42:22,32.87,59.22,35.6,64,54,4.7,broken clouds,0.0,0.0
259,Guatire,VE,2020-02-24 01:42:22,10.48,-66.54,72.0,98,90,5.82,light rain,0.00984251968503937,0.0
260,Port-Gentil,GA,2020-02-24 01:42:22,-0.72,8.78,81.93,79,100,10.94,overcast clouds,0.0,0.0
261,Oistins,BB,2020-02-24 01:42:22,13.07,-59.53,80.6,78,40,14.99,scattered clouds,0.0,0.0
262,Marienburg,PL,2020-02-24 01:42:22,54.04,19.03,39.0,86,75,26.4,light intensity shower rain,0.0,0.0
263,Ciro Marina,IT,2020-02-24 01:41:00,39.37,17.13,46.4,65,0,3.36,clear sky,0.0,0.0
264,Bandarbeyla,SO,2020-02-24 01:42:23,9.49,50.81,77.14,76,96,16.13,overcast clouds,0.0,0.0
265,Nouadhibou,MR,2020-02-24 01:42:23,20.93,-17.03,69.8,73,95,8.05,light rain,0.0,0.0
266,Severnoye,RU,2020-02-24 01:42:23,56.35,78.36,19.4,94,100,3.69,overcast clouds,0.0,0.0
267,Westport,US,2020-02-24 01:41:29,41.14,-73.36,45.0,56,1,4.7,clear sky,0.0,0.0
268,Klaksvik,FO,2020-02-24 01:42:24,62.23,-6.59,35.6,74,59,12.75,broken clouds,0.0,0.0
269,Abu Samrah,SY,2020-02-24 01:42:24,35.3,37.18,47.75,79,40,7.11,scattered clouds,0.0,0.0
270,Havelock,US,2020-02-24 01:39:02,34.88,-76.9,46.4,80,1,3.33,clear sky,0.0,0.0
271,Mayumba,GA,2020-02-24 01:42:25,-3.43,10.66,81.55,77,100,4.76,overcast clouds,0.0,0.0
272,Lokosovo,RU,2020-02-24 01:42:25,61.13,74.82,17.8,94,100,9.48,overcast clouds,0.0,0.0
273,Huarmey,PE,2020-02-24 01:42:25,-10.07,-78.15,75.0,66,100,3.51,overcast clouds,0.0,0.0
274,Ust-Kulom,RU,2020-02-24 01:42:26,61.69,53.69,24.78,92,100,13.78,light snow,0.0,0.024803149606299216
275,Sorland,NO,2020-02-24 01:42:26,67.67,12.69,34.41,55,100,27.96,light snow,0.0,0.014960629921259844
276,Nouakchott,MR,2020-02-24 01:42:26,18.09,-15.98,73.4,64,100,9.17,light rain,0.0,0.0
277,San Jose,US,2020-02-24 01:39:52,37.34,-121.89,62.01,62,40,9.17,scattered clouds,0.0,0.0
278,Cockburn Town,TC,2020-02-24 01:42:26,21.46,-71.14,73.67,66,0,16.26,clear sky,0.0,0.0
279,Inta,RU,2020-02-24 01:42:27,66.03,60.17,21.92,84,100,11.12,overcast clouds,0.0,0.0
280,Marystown,CA,2020-02-24 01:42:27,47.17,-55.15,30.4,85,0,8.81,clear sky,0.0,0.0
281,Kostomuksha,RU,2020-02-24 01:42:27,64.57,30.58,24.39,88,94,12.19,overcast clouds,0.0,0.0
282,Tunceli,TR,2020-02-24 01:42:08,39.11,39.55,33.8,78,69,4.7,mist,0.0,0.0
283,Talara,PE,2020-02-24 01:42:27,-4.58,-81.27,77.11,85,81,8.52,broken clouds,0.0,0.0
284,Sabang,ID,2020-02-24 01:42:28,5.89,95.32,82.27,77,8,24.63,clear sky,0.0,0.0
285,Dor Marunt,RO,2020-02-24 01:42:28,44.45,26.92,52.0,52,100,14.99,overcast clouds,0.0,0.0
286,Iqaluit,CA,2020-02-24 01:42:28,63.75,-68.51,-27.0,67,20,9.17,few clouds,0.0,0.0
287,Glencoe,ZA,2020-02-24 01:42:28,-28.18,30.15,46.4,95,98,1.32,overcast clouds,0.0,0.0
288,Sur,OM,2020-02-24 01:42:29,22.57,59.53,70.81,56,67,2.95,broken clouds,0.0,0.0
289,Salalah,OM,2020-02-24 01:42:29,17.02,54.09,75.2,69,40,4.7,scattered clouds,0.0,0.0
290,Luena,AO,2020-02-24 01:42:30,-11.78,19.92,64.85,98,100,4.09,light rain,0.10354330708661418,0.0
291,Saint-Georges,GD,2020-02-24 01:42:30,12.06,-61.75,78.8,83,40,9.17,scattered clouds,0.0,0.0
292,Basingstoke,GB,2020-02-24 01:39:45,51.26,-1.09,46.0,93,100,3.36,light rain,0.0,0.0
293,Henties Bay,NA,2020-02-24 01:42:30,-22.12,14.28,64.0,94,100,5.01,overcast clouds,0.0,0.0
294,Lubango,AO,2020-02-24 01:40:27,-14.92,13.49,58.21,92,79,6.24,broken clouds,0.0,0.0
295,Wawa,NG,2020-02-24 01:42:31,9.9,4.42,77.49,29,0,5.57,clear sky,0.0,0.0
296,Susangerd,IR,2020-02-24 01:42:31,31.56,48.18,62.6,67,100,2.24,overcast clouds,0.0,0.0
297,Chapais,CA,2020-02-24 01:38:05,49.78,-74.85,28.4,79,90,11.41,overcast clouds,0.0,0.0
298,Abha,SA,2020-02-24 01:42:32,18.22,42.51,59.0,82,14,5.82,few clouds,0.0,0.0
299,Narsipatnam,IN,2020-02-24 01:42:32,17.67,82.62,68.0,94,20,2.24,mist,0.0,0.0
300,Ambo,PE,2020-02-24 01:42:32,-10.13,-76.2,48.85,97,97,4.79,light rain,0.005118110236220473,0.0
301,Salta,AR,2020-02-24 01:42:32,-24.79,-65.41,66.2,93,0,3.36,clear sky,0.0,0.0
302,Nizhniy Baskunchak,RU,2020-02-24 01:42:32,48.22,46.83,36.77,87,100,14.58,overcast clouds,0.0,0.0
303,Portree,GB,2020-02-24 01:42:33,57.41,-6.19,39.0,83,100,7.0,overcast clouds,0.0,0.0
304,Yarkovo,RU,2020-02-24 01:42:33,57.4,67.08,13.46,94,66,8.48,broken clouds,0.0,0.0
305,Junqueiro,BR,2020-02-24 01:42:33,-9.93,-36.48,76.82,87,97,6.29,overcast clouds,0.0,0.0
306,Zdvinsk,RU,2020-02-24 01:42:33,54.7,78.66,10.51,97,88,4.18,overcast clouds,0.0,0.0
307,Ierapetra,GR,2020-02-24 01:42:34,35.01,25.74,52.0,71,40,11.41,scattered clouds,0.0,0.0
308,Batangafo,CF,2020-02-24 01:42:34,7.3,18.28,71.01,20,10,4.25,clear sky,0.0,0.0
309,Dhidhdhoo,MV,2020-02-24 01:42:34,6.88,73.1,82.44,72,37,9.82,scattered clouds,0.0,0.0
310,Palma,ES,2020-02-24 01:42:34,39.57,2.65,50.0,87,0,3.36,clear sky,0.0,0.0
311,Kimovsk,RU,2020-02-24 01:42:34,53.97,38.53,26.46,93,1,9.89,clear sky,0.0,0.0
312,Shupiyan,IN,2020-02-24 01:42:35,33.72,74.83,28.62,75,21,6.33,few clouds,0.0,0.0
313,Monroe,US,2020-02-24 01:38:27,43.15,-77.68,44.6,41,75,5.82,broken clouds,0.0,0.0
314,Upata,VE,2020-02-24 01:42:35,8.01,-62.4,73.17,87,42,4.85,scattered clouds,0.0,0.0
315,Ampanihy,MG,2020-02-24 01:42:35,-24.7,44.75,73.99,88,100,3.51,overcast clouds,0.0,0.0
316,Kedrovyy,RU,2020-02-24 01:42:36,56.17,91.82,12.2,85,40,1.97,light snow,0.0,0.0
317,Ilo,PE,2020-02-24 01:42:36,-17.64,-71.34,73.44,90,18,4.52,few clouds,0.0,0.0
318,Ushtobe,KZ,2020-02-24 01:42:36,45.25,77.98,33.73,81,93,3.09,overcast clouds,0.0,0.0
319,Kalemie,CD,2020-02-24 01:38:12,-5.95,29.19,66.81,97,100,6.02,light rain,0.029527559055118113,0.0
320,Bardiyah,LY,2020-02-24 01:42:36,31.76,25.09,55.81,69,18,18.43,light rain,0.02716535433070866,0.0
321,Boca Do Acre,BR,2020-02-24 01:42:37,-8.75,-67.4,74.61,89,100,1.72,overcast clouds,0.0,0.0
322,Desaguadero,PE,2020-02-24 01:42:37,-16.57,-69.04,50.22,76,100,5.64,light rain,0.10590551181102363,0.0
323,Bandiagara,ML,2020-02-24 01:42:37,14.35,-3.61,78.49,11,0,14.45,clear sky,0.0,0.0
324,Nieuw Nickerie,SR,2020-02-24 01:42:37,5.95,-56.98,78.84,85,14,16.89,few clouds,0.0,0.0
325,Sokoni,TZ,2020-02-24 01:42:38,-6.43,39.55,84.2,83,20,5.82,few clouds,0.0,0.0
326,Rio Grande,BR,2020-02-24 01:39:28,-32.03,-52.1,67.98,76,0,13.82,clear sky,0.0,0.0
327,Kikwit,CD,2020-02-24 01:42:38,-5.04,18.82,72.09,88,100,0.87,overcast clouds,0.0,0.0
328,Kolokani,ML,2020-02-24 01:42:39,13.57,-8.03,77.7,13,69,13.31,broken clouds,0.0,0.0
329,Ventspils,LV,2020-02-24 01:42:39,57.39,21.56,41.0,93,0,13.87,clear sky,0.0,0.0
330,Depalpur,IN,2020-02-24 01:42:39,22.85,75.55,68.0,68,20,3.36,mist,0.0,0.0
331,Saint-Leu,RE,2020-02-24 01:42:39,-21.15,55.28,75.2,69,2,6.93,clear sky,0.0,0.0
332,Wad Madani,SD,2020-02-24 01:42:40,14.4,33.52,66.11,19,0,11.7,clear sky,0.0,0.0
333,Hun,LY,2020-02-24 01:38:33,29.13,15.95,47.12,79,0,5.32,clear sky,0.0,0.0
334,Berlevag,NO,2020-02-24 01:41:26,70.86,29.09,35.55,79,100,11.65,light snow,0.0,0.005118110236220473
335,San Joaquin,VE,2020-02-24 01:42:41,10.26,-67.79,74.21,89,91,7.54,light rain,0.005118110236220473,0.0
336,Damietta,EG,2020-02-24 01:42:41,31.42,31.81,58.32,67,100,9.84,light rain,0.09370078740157481,0.0
337,Petauke,ZM,2020-02-24 01:42:41,-14.24,31.33,69.12,96,100,8.93,moderate rain,0.15275590551181104,0.0
338,Charlestown,AU,2020-02-24 01:38:06,-32.95,151.67,82.0,61,75,10.29,broken clouds,0.0,0.0
339,Diamantino,BR,2020-02-24 01:42:42,-14.41,-56.45,72.5,97,100,3.94,moderate rain,0.14291338582677166,0.0
340,Grootfontein,NA,2020-02-24 01:42:42,-19.57,18.12,63.88,89,100,4.61,overcast clouds,0.0,0.0
341,Bara,NG,2020-02-24 01:42:42,10.37,10.73,67.06,21,0,8.25,clear sky,0.0,0.0
342,Kanniyakumari,IN,2020-02-24 01:42:42,8.08,77.57,79.92,77,100,28.9,overcast clouds,0.0,0.0
343,Tabuk,PH,2020-02-24 01:42:42,17.42,121.44,80.08,69,70,0.85,broken clouds,0.0,0.0
344,Kavaratti,IN,2020-02-24 01:42:43,10.57,72.64,82.06,72,77,7.96,broken clouds,0.0,0.0
345,Plast,RU,2020-02-24 01:42:43,54.37,60.81,17.67,93,100,12.59,overcast clouds,0.0,0.0
346,Coihaique,CL,2020-02-24 01:42:43,-45.58,-72.07,55.4,50,39,3.36,scattered clouds,0.0,0.0
347,Skjervoy,NO,2020-02-24 01:42:43,70.03,20.97,32.65,96,100,24.52,snow,0.0,0.15984251968503937
348,Saryozek,KZ,2020-02-24 01:42:44,44.36,77.98,32.31,92,100,2.77,overcast clouds,0.0,0.0
349,Orumiyeh,IR,2020-02-24 01:42:44,37.55,45.08,35.6,93,75,4.9,mist,0.0,0.0
350,Chinhoyi,ZW,2020-02-24 01:40:52,-17.37,30.2,65.7,94,100,9.13,moderate rain,0.14291338582677166,0.0
351,Kulhudhuffushi,MV,2020-02-24 01:42:44,6.62,73.07,83.17,76,32,15.35,scattered clouds,0.0,0.0
352,Kashi,CN,2020-02-24 01:42:44,39.45,75.98,33.8,31,80,8.95,broken clouds,0.0,0.0
353,Chipinge,ZW,2020-02-24 01:42:45,-20.19,32.62,63.64,96,100,6.89,light rain,0.0688976377952756,0.0
354,Duayaw Nkwanta,GH,2020-02-24 01:42:45,7.17,-2.1,72.82,97,4,1.99,clear sky,0.0,0.0
355,Pisco,PE,2020-02-24 01:42:45,-13.7,-76.22,75.2,78,75,10.29,broken clouds,0.0,0.0
356,Rudraprayag,IN,2020-02-24 01:42:45,30.28,78.98,46.6,43,6,0.94,clear sky,0.0,0.0
357,Mwene-Ditu,CD,2020-02-24 01:42:45,-7.0,23.45,67.06,96,100,3.85,overcast clouds,0.0,0.0
358,Sainte-Rose,GP,2020-02-24 01:42:46,16.33,-61.7,75.2,83,0,3.36,clear sky,0.0,0.0
359,Neokhorion,GR,2020-02-24 01:42:46,41.18,23.25,46.99,80,17,1.41,few clouds,0.0,0.0
360,Fort Beaufort,ZA,2020-02-24 01:42:46,-32.77,26.63,49.05,95,2,1.45,clear sky,0.0,0.0
361,Vytegra,RU,2020-02-24 01:42:46,61.01,36.45,32.43,97,99,7.07,light snow,0.0,0.03464566929133858
362,Bengkulu,ID,2020-02-24 01:42:46,-3.8,102.27,86.94,55,0,4.63,clear sky,0.0,0.0
363,Revda,RU,2020-02-24 01:42:47,56.8,59.93,19.4,92,100,8.95,overcast clouds,0.0,0.0
364,Marsabit,KE,2020-02-24 01:42:47,2.33,37.99,74.41,79,92,24.0,overcast clouds,0.0,0.0
365,Alcantara,BR,2020-02-24 01:42:47,-2.41,-44.41,78.8,94,67,4.7,broken clouds,0.0,0.0
366,Mishkino,RU,2020-02-24 01:42:47,55.34,63.92,8.82,95,14,10.83,few clouds,0.0,0.0
367,Dutlwe,BW,2020-02-24 01:42:48,-23.98,23.9,67.39,78,100,16.89,overcast clouds,0.0,0.0
368,Arak,IR,2020-02-24 01:42:48,34.09,49.69,35.96,84,95,5.35,overcast clouds,0.0,0.0
369,Porbandar,IN,2020-02-24 01:42:48,21.64,69.61,74.82,54,0,12.5,clear sky,0.0,0.0
370,Yashkul,RU,2020-02-24 01:42:48,46.17,45.34,39.6,80,100,10.16,overcast clouds,0.0,0.0
371,Palmas,BR,2020-02-24 01:38:06,-10.21,-48.36,74.07,93,100,2.08,overcast clouds,0.0,0.0
372,Santander,ES,2020-02-24 01:39:56,43.46,-3.8,48.99,100,90,2.24,mist,0.0,0.0
373,Pangnirtung,CA,2020-02-24 01:42:49,66.15,-65.71,-33.03,97,100,1.07,overcast clouds,0.0,0.0
374,Voznesenye,RU,2020-02-24 01:42:49,61.01,35.48,33.1,92,100,9.08,light snow,0.0,0.01968503937007874
375,Yazman,PK,2020-02-24 01:42:49,29.12,71.74,70.18,41,0,7.52,clear sky,0.0,0.0
376,Touros,BR,2020-02-24 01:42:49,-5.2,-35.46,80.6,83,40,5.82,scattered clouds,0.0,0.0
377,Taltal,CL,2020-02-24 01:42:50,-25.4,-70.48,59.9,91,0,2.1,clear sky,0.0,0.0
378,Lubao,PH,2020-02-24 01:42:50,14.92,120.55,82.99,83,75,9.17,broken clouds,0.0,0.0
379,Nosy Varika,MG,2020-02-24 01:42:50,-20.58,48.53,73.9,95,73,3.22,broken clouds,0.0,0.0
380,Belchatow,PL,2020-02-24 01:42:51,51.37,19.36,37.0,93,75,21.92,light rain,0.0,0.0
381,Shahpura,IN,2020-02-24 01:42:51,27.38,75.97,60.8,82,40,0.22,mist,0.0,0.0
382,Maragogi,BR,2020-02-24 01:42:51,-9.01,-35.22,81.88,78,66,12.08,light rain,0.007480314960629922,0.0
383,Trincomalee,LK,2020-02-24 01:42:51,8.57,81.23,78.08,83,98,5.82,light rain,0.007480314960629922,0.0
384,Sereflikochisar,TR,2020-02-24 01:42:52,38.94,33.54,39.4,84,61,3.11,broken clouds,0.0,0.0
385,Sambava,MG,2020-02-24 01:42:52,-14.27,50.17,73.33,98,100,0.69,overcast clouds,0.0,0.0
386,Krasnyy Yar,RU,2020-02-24 01:42:52,46.53,48.35,35.6,80,73,6.71,broken clouds,0.0,0.0
387,Bereda,ES,2020-02-24 01:42:52,43.27,-7.54,48.0,100,90,2.24,fog,0.0,0.0
388,Sadovyy,RU,2020-02-24 01:42:52,53.3,34.33,29.23,94,0,5.28,clear sky,0.0,0.0
389,Besancon,FR,2020-02-24 01:42:53,47.25,6.02,51.8,87,90,6.93,overcast clouds,0.0,0.0
390,Ajaccio,FR,2020-02-24 01:42:53,42.0,8.92,62.6,87,10,9.17,clear sky,0.0,0.0
391,Qaqortoq,GL,2020-02-24 01:42:53,60.72,-46.03,23.0,67,100,13.87,light snow,0.0,0.0515748031496063
392,Walvis Bay,NA,2020-02-24 01:42:53,-22.96,14.51,64.0,93,52,8.05,broken clouds,0.0,0.0
393,Carutapera,BR,2020-02-24 01:42:54,-1.2,-46.02,82.17,82,81,12.48,broken clouds,0.0,0.0
394,Katsina,NG,2020-02-24 01:42:54,12.99,7.6,67.06,17,0,15.3,clear sky,0.0,0.0
395,Corumba,BR,2020-02-24 01:42:54,-19.01,-57.65,65.17,92,5,1.61,clear sky,0.0,0.0
396,Terrace Bay,CA,2020-02-24 01:42:54,48.78,-87.1,27.34,91,92,8.95,overcast clouds,0.0,0.0
397,Oktyabrskiy,RU,2020-02-24 01:42:55,54.48,53.47,26.13,91,100,17.07,light snow,0.0,0.01732283464566929
398,Kibala,TD,2020-02-24 01:42:55,9.11,18.35,78.8,21,0,3.65,clear sky,0.0,0.0
399,Thompson,CA,2020-02-24 01:40:49,55.74,-97.86,14.0,78,90,8.05,light snow,0.0,0.0
400,Oriximina,BR,2020-02-24 01:42:55,-1.77,-55.87,77.94,84,32,3.29,scattered clouds,0.0,0.0
401,San Matias,BO,2020-02-24 01:42:56,-16.37,-58.4,68.5,96,11,2.48,few clouds,0.0,0.0
402,Cap Malheureux,MU,2020-02-24 01:42:56,-19.98,57.61,73.99,94,20,3.36,few clouds,0.0,0.0
403,Robat Karim,IR,2020-02-24 01:42:56,35.48,51.08,53.6,80,78,9.17,broken clouds,0.0,0.0
404,Lyuban,BY,2020-02-24 01:42:56,52.8,28.0,32.32,95,100,5.99,overcast clouds,0.0,0.0
405,Brekstad,NO,2020-02-24 01:42:56,63.69,9.67,33.8,86,75,34.45,light shower snow,0.0,0.0
406,Santa Helena De Goias,BR,2020-02-24 01:42:57,-17.81,-50.6,71.2,96,100,6.11,moderate rain,0.39133858267716537,0.0
407,Masallatah,LY,2020-02-24 01:42:57,32.62,14.0,48.69,85,8,8.99,clear sky,0.0,0.0
408,Grand Gaube,MU,2020-02-24 01:42:57,-20.01,57.66,73.99,94,20,3.36,few clouds,0.0,0.0
409,Novoagansk,RU,2020-02-24 01:42:57,61.94,76.66,22.35,93,100,13.89,light snow,0.0,0.00984251968503937
410,Kemin,KG,2020-02-24 01:42:57,42.78,75.69,31.75,69,100,1.32,overcast clouds,0.0,0.0
411,Roura,GF,2020-02-24 01:42:58,4.73,-52.33,80.6,78,75,8.05,broken clouds,0.0,0.0
412,Ulagan,RU,2020-02-24 01:42:58,50.63,87.96,9.59,94,100,0.45,light snow,0.0,0.007480314960629922
413,Pitimbu,BR,2020-02-24 01:42:58,-7.47,-34.81,82.4,78,20,10.29,few clouds,0.0,0.0
414,Acarau,BR,2020-02-24 01:42:59,-2.89,-40.12,75.42,96,4,3.02,clear sky,0.0,0.0
415,Aksu,CN,2020-02-24 01:42:59,41.12,80.26,40.46,42,100,0.96,overcast clouds,0.0,0.0
416,Joshimath,IN,2020-02-24 01:42:59,30.57,79.57,35.42,43,39,6.6,scattered clouds,0.0,0.0
417,Edgewater,US,2020-02-24 01:42:19,28.99,-80.9,66.99,87,1,3.96,clear sky,0.0,0.0
418,Desbiens,CA,2020-02-24 01:42:59,48.42,-71.95,28.0,73,20,3.36,few clouds,0.0,0.0
419,Maxixe,MZ,2020-02-24 01:43:00,-23.86,35.35,76.69,75,100,28.01,light rain,0.007480314960629922,0.0
420,Umm Lajj,SA,2020-02-24 01:43:00,25.02,37.27,58.8,49,100,5.91,overcast clouds,0.0,0.0
421,Yabelo,ET,2020-02-24 01:43:00,4.88,38.08,65.79,29,21,17.31,few clouds,0.0,0.0
422,Takoradi,GH,2020-02-24 01:43:00,4.88,-1.76,78.01,92,63,2.53,broken clouds,0.0,0.0
423,Deep River,CA,2020-02-24 01:43:01,46.1,-77.5,41.0,56,90,5.82,overcast clouds,0.0,0.0
424,Miandrivazo,MG,2020-02-24 01:43:01,-19.52,45.47,76.1,89,100,2.44,moderate rain,0.1795275590551181,0.0
425,Dire,ML,2020-02-24 01:43:01,12.28,-10.97,77.67,14,100,2.26,overcast clouds,0.0,0.0
426,Hobyo,SO,2020-02-24 01:43:01,5.35,48.53,76.26,76,96,12.68,overcast clouds,0.0,0.0
427,Alappuzha,IN,2020-02-24 01:41:38,9.49,76.33,80.55,63,100,2.06,overcast clouds,0.0,0.0
428,Fredericton,CA,2020-02-24 01:43:02,45.95,-66.67,32.0,80,1,5.82,clear sky,0.0,0.0
429,Kamyaran,IR,2020-02-24 01:43:02,34.8,46.94,39.2,69,100,3.67,overcast clouds,0.0,0.0
430,Opuwo,NA,2020-02-24 01:43:02,-18.06,13.84,66.47,36,5,7.29,clear sky,0.0,0.0
431,Santa Lucia,ES,2020-02-24 01:43:02,27.91,-15.54,75.0,46,77,4.7,broken clouds,0.0,0.0
432,Naryan-Mar,RU,2020-02-24 01:39:01,67.67,53.09,26.92,86,100,26.37,overcast clouds,0.0,0.0
433,Eyl,SO,2020-02-24 01:41:19,7.98,49.82,78.01,75,100,18.34,overcast clouds,0.0,0.0
434,Durusu,TR,2020-02-24 01:43:03,41.31,28.68,46.4,81,66,21.92,broken clouds,0.0,0.0
435,Nekhayevskiy,RU,2020-02-24 01:43:03,50.41,41.76,35.01,89,100,4.0,overcast clouds,0.0,0.0
436,Dawlatabad,AF,2020-02-24 01:43:03,36.41,64.91,50.85,85,47,1.59,scattered clouds,0.0,0.0
437,Esil,KZ,2020-02-24 01:43:04,51.96,66.4,7.02,95,23,7.52,few clouds,0.0,0.0
438,Bridlington,GB,2020-02-24 01:43:04,54.08,-0.19,41.0,80,100,5.82,light rain,0.005118110236220473,0.0
439,Millau,FR,2020-02-24 01:43:04,44.08,2.92,37.0,89,0,3.36,clear sky,0.0,0.0
440,Camabatela,AO,2020-02-24 01:43:05,-8.19,15.38,65.03,90,100,4.47,overcast clouds,0.0,0.0
441,Duda,RO,2020-02-24 01:43:05,46.75,28.04,48.2,57,75,5.82,light rain,0.0,0.0
442,Barahona,DO,2020-02-24 01:43:05,18.21,-71.1,77.04,76,22,4.23,light rain,0.061417322834645675,0.0
443,Tukrah,LY,2020-02-24 01:43:05,32.53,20.58,54.54,71,64,12.21,light rain,0.007480314960629922,0.0
444,Sakakah,SA,2020-02-24 01:43:05,29.97,40.21,55.4,37,100,10.29,overcast clouds,0.0,0.0
445,Marolambo,MG,2020-02-24 01:43:06,-20.05,48.12,66.38,97,34,2.21,scattered clouds,0.0,0.0
446,Lieksa,FI,2020-02-24 01:43:06,63.32,30.02,26.85,87,72,8.86,broken clouds,0.0,0.0
447,Andrid,RO,2020-02-24 01:43:06,47.52,22.35,48.2,66,100,21.92,light snow,0.0,0.0
448,Tougue,GN,2020-02-24 01:43:06,11.47,-11.6,78.01,16,100,2.3,overcast clouds,0.0,0.0
449,Santa Cruz De Tenerife,ES,2020-02-24 01:39:03,28.47,-16.25,73.99,48,40,23.04,haze,0.0,0.0
450,Mana,GF,2020-02-24 01:43:07,5.66,-53.78,75.31,88,76,3.33,broken clouds,0.0,0.0
451,Sistranda,NO,2020-02-24 01:43:07,63.73,8.83,33.8,86,75,34.45,light shower snow,0.0,0.0
452,Estrela,BR,2020-02-24 01:43:07,-28.06,-50.94,55.92,96,22,4.76,few clouds,0.0,0.0
453,Feijo,BR,2020-02-24 01:43:07,-8.16,-70.35,71.01,91,94,0.31,overcast clouds,0.0,0.0
454,Yar-Sale,RU,2020-02-24 01:43:07,66.83,70.83,27.12,87,100,24.65,overcast clouds,0.0,0.0
455,Galle,LK,2020-02-24 01:43:08,6.04,80.22,78.49,78,100,4.21,overcast clouds,0.0,0.0
456,Abapo,BO,2020-02-24 01:43:08,-18.83,-63.47,60.22,55,0,3.02,clear sky,0.0,0.0
457,Maravilha,BR,2020-02-24 01:43:08,-26.76,-53.17,66.0,93,22,2.73,few clouds,0.0,0.0
458,Pietrosita,RO,2020-02-24 01:43:08,45.18,25.43,46.99,64,82,15.99,broken clouds,0.0,0.0
459,Oshkosh,US,2020-02-24 01:38:40,44.02,-88.54,42.8,64,1,6.93,clear sky,0.0,0.0
460,Williamsburg,US,2020-02-24 01:42:28,37.27,-76.71,53.01,73,1,3.36,clear sky,0.0,0.0
461,Kristiinankaupunki,FI,2020-02-24 01:43:09,62.27,21.38,31.59,62,20,13.38,few clouds,0.0,0.0
462,Geisenheim,DE,2020-02-24 01:43:10,49.98,7.97,45.0,70,75,6.93,broken clouds,0.0,0.0
